Site,Longitude,Latitude,C14Age,C14Error,AgeCalBP,LabID,Database,Reference,Comment
Hato de la Calzada,-70.45,8,2870,150,3023,IVIC-549,EXPAND (de Souza et al. 2020),"de Souza, J. G., Alcaina Mateos, J., & Madella, M. (2020). Archaeological expansions in tropical South America during the late Holocene: Assessing the role of demic diffusion. PLOS ONE, 15(4), e0232367. https://doi.org/10.1371/journal.pone.0232367",Formative (Lowland South America)
Chikaraishijoriisekigun,138.1443806,36.46926111,2889,29,3021,IAAA-83092,Crema et al. (2022),"Crema, E. R., Stevens, C. J., & Shoda, S. (2022) Bayesian analyses of direct radiocarbon dates reveal geographic variations in the rate of rice farming dispersal in prehistoric Japan. Science Advances, 8(38). https://doi.org/10.1126/sciadv.adc9171",Oryza sativa
Tchissanga Ouest,11.8,-4.53,2880,90,3020,,Russel et al. (2014),"Russell, T., Silva, F., & Steele, J. (2014). Modelling the spread of farming in the Bantu-speaking regions of Africa: an archaeology-based phylogeography. PLoS One, 9(1), e87854.",Bantu
Gogeumsan,126.83119,37.19949,,,3015,,Silva et al. (2015),"Silva, F., Stevens, C. J., Weisskopf, A., Castillo, C., Qin, L., Bevan, A., & Fuller, D. Q. (2015). Modelling the Geographical Origin of Rice Cultivation in Asia Using the Rice Archaeological Database. PLOS ONE, 10(9), e0137024. https://doi.org/10.1371/journal.pone.0137024",Oryza sativa
Borge østre 22,10.2917,59.255,2875,34,3000,UBA-18527,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Triticum sp.
Gyodong-ri 2,129.11794,35.55626,,,3000,,Silva et al. (2015),"Silva, F., Stevens, C. J., Weisskopf, A., Castillo, C., Qin, L., Bevan, A., & Fuller, D. Q. (2015). Modelling the Geographical Origin of Rice Cultivation in Asia Using the Rice Archaeological Database. PLOS ONE, 10(9), e0137024. https://doi.org/10.1371/journal.pone.0137024",Oryza sativa
Heunam-ri,127.67857,37.23718,,,3000,,Silva et al. (2015),"Silva, F., Stevens, C. J., Weisskopf, A., Castillo, C., Qin, L., Bevan, A., & Fuller, D. Q. (2015). Modelling the Geographical Origin of Rice Cultivation in Asia Using the Rice Archaeological Database. PLOS ONE, 10(9), e0137024. https://doi.org/10.1371/journal.pone.0137024",Oryza sativa
Ilha Dionísio,-64.3853,-9.1875,2871,28,2993,OxA-33008,EXPAND (de Souza et al. 2020),"de Souza, J. G., Alcaina Mateos, J., & Madella, M. (2020). Archaeological expansions in tropical South America during the late Holocene: Assessing the role of demic diffusion. PLOS ONE, 15(4), e0232367. https://doi.org/10.1371/journal.pone.0232367",Formative (Lowland South America)
Gyo-dong,128.88849,37.764892,,,2985,,Silva et al. (2015),"Silva, F., Stevens, C. J., Weisskopf, A., Castillo, C., Qin, L., Bevan, A., & Fuller, D. Q. (2015). Modelling the Geographical Origin of Rice Cultivation in Asia Using the Rice Archaeological Database. PLOS ONE, 10(9), e0137024. https://doi.org/10.1371/journal.pone.0137024",Oryza sativa
Bambata Cave Series,28.41,-20.5,2850,60,2970,,Russel et al. (2014),"Russell, T., Silva, F., & Steele, J. (2014). Modelling the spread of farming in the Bantu-speaking regions of Africa: an archaeology-based phylogeography. PLoS One, 9(1), e87854.",Bantu
Manunggul Cave,118.31,9.44,2840,80,2964,UCLA-992A,Spriggs (1989),"Spriggs, M. (1989). The dating of the Island Southeast Asian Neolithic: an attempt at chronometric hygiene and linguistic correlation. Antiquity, 63(240), 587–613. https://doi.org/10.1017/S0003598X00076560",Neolithic (Southeast Asia)
Kabacusi,29.67,-2.08,2815,165,2963,,Russel et al. (2014),"Russell, T., Silva, F., & Steele, J. (2014). Modelling the spread of farming in the Bantu-speaking regions of Africa: an archaeology-based phylogeography. PLoS One, 9(1), e87854.",Bantu
Lagoa Negra,-57.51,-19.04,2820,120,2958,TO-106722,EXPAND (de Souza et al. 2020),"de Souza, J. G., Alcaina Mateos, J., & Madella, M. (2020). Archaeological expansions in tropical South America during the late Holocene: Assessing the role of demic diffusion. PLOS ONE, 15(4), e0232367. https://doi.org/10.1371/journal.pone.0232367",Formative (Lowland South America)
Fairbank,-110.2,31.7,,,2950, AA-4458,Ancient Maize Map (Blake et al. 2012),"Blake, M., B. Benz, N. Jakobsen, R. Wallace, S. Formosa, K. Supernant, D. Moreiras and A. Wong (2012) Ancient Maize Map, Version 1.1: An Online Database and Mapping Program for Studying the Archaeology of Maize in the Americas. http://en.ancientmaize.com/. Laboratory of Archaeology, University of B.C., Vancouver.",Zea mays
Non Nok Tha,102.31164,16.80091,,,2950,,Silva et al. (2015),"Silva, F., Stevens, C. J., Weisskopf, A., Castillo, C., Qin, L., Bevan, A., & Fuller, D. Q. (2015). Modelling the Geographical Origin of Rice Cultivation in Asia Using the Rice Archaeological Database. PLOS ONE, 10(9), e0137024. https://doi.org/10.1371/journal.pone.0137024",Oryza sativa
MS-MA-98,-57.0091,-19.4516,2820,60,2930,Beta-165764,EXPAND (de Souza et al. 2020),"de Souza, J. G., Alcaina Mateos, J., & Madella, M. (2020). Archaeological expansions in tropical South America during the late Holocene: Assessing the role of demic diffusion. PLOS ONE, 15(4), e0232367. https://doi.org/10.1371/journal.pone.0232367",Formative (Lowland South America)
Huanacastal,-94.46,16.47,2790,270,2928,B-22613,,"Blake, M., Clark, J. E., Voorhies, B., Michaels, G., Love, M. W., Pye, M. E., Demarest, A. A., & Arroyo, B. (1995). Radiocarbon Chronology for the Late Archaic and Formative Periods on the Pacific Coast of Southeastern Mesoamerica. Ancient Mesoamerica, 6, 161–183. https://doi.org/10.1017/S0956536100002169",Formative (Mesoamerica)
Green Point,-84.053036228572,43.3351471693664,2820,40,2923,Beta-150203,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Cucurbita sp.
Bangga,91.7059104618144,28.7235003370043,2820,30,2921,Beta-425896,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Triticum sp.
Ceibal,-90.06663,16.351669,2821,24,2920,PLD-24852,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
Iparia,-74.43,-9.33,2780,135,2919,GX-2614,EXPAND (de Souza et al. 2020),"de Souza, J. G., Alcaina Mateos, J., & Madella, M. (2020). Archaeological expansions in tropical South America during the late Holocene: Assessing the role of demic diffusion. PLOS ONE, 15(4), e0232367. https://doi.org/10.1371/journal.pone.0232367",Formative (Lowland South America)
Qasr Ibrim,31.993007,22.649434,2800,80,2916,OxA-1062,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Hordeum sp.
An Son,105.15581,10.24202,,,2900,,Silva et al. (2015),"Silva, F., Stevens, C. J., Weisskopf, A., Castillo, C., Qin, L., Bevan, A., & Fuller, D. Q. (2015). Modelling the Geographical Origin of Rice Cultivation in Asia Using the Rice Archaeological Database. PLOS ONE, 10(9), e0137024. https://doi.org/10.1371/journal.pone.0137024",Oryza sativa
Sanjik-ri,126.84669,36.30342,,,2875,,Silva et al. (2015),"Silva, F., Stevens, C. J., Weisskopf, A., Castillo, C., Qin, L., Bevan, A., & Fuller, D. Q. (2015). Modelling the Geographical Origin of Rice Cultivation in Asia Using the Rice Archaeological Database. PLOS ONE, 10(9), e0137024. https://doi.org/10.1371/journal.pone.0137024",Oryza sativa
Okbang 1 [= Ogbang],127.98905,35.19982,,,2875,,Silva et al. (2015),"Silva, F., Stevens, C. J., Weisskopf, A., Castillo, C., Qin, L., Bevan, A., & Fuller, D. Q. (2015). Modelling the Geographical Origin of Rice Cultivation in Asia Using the Rice Archaeological Database. PLOS ONE, 10(9), e0137024. https://doi.org/10.1371/journal.pone.0137024",Oryza sativa
Mezber,39.40781079,14.43515359,2780,30,2875,Beta-421814,,"Catherine D’Andrea, A., Welton, L., Manzo, A., Woldekiros, H. S., Brandt, S. A., Beldados, A., Peterson, E. A., Nixon-Darcus, L. A., Gaudiello, M., Wood, S. R., Mekonnen, H., Batiuk, S., Meresa, Y., Ruiz-Giralt, A., Lancelotti, C., Taffere, A. M., & Johnson, L. M. (2023). The Pre-Aksumite Period: indigenous origins and development in the Horn of Africa. Azania: Archaeological Research in Africa, 58(3), 329–392. https://doi.org/10.1080/0067270X.2023.2236484",Hordeum sp.
Wood Canyon,-108.382525292143,32.7391216011842,2760,45,2852,Beta-142219,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
Batungan Cave 2,123.36,12.3,2710,100,2833,L-274,Spriggs (1989),"Spriggs, M. (1989). The dating of the Island Southeast Asian Neolithic: an attempt at chronometric hygiene and linguistic correlation. Antiquity, 63(240), 587–613. https://doi.org/10.1017/S0003598X00076560",Neolithic (Southeast Asia)
Tinajas Atlasà,-113.90590660875,32.769467452631,2740,40,2828,Beta-171880,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
Bukit Tengkorak,118.62,4.43,2700,110,2824,ANU-5769,Spriggs (1989),"Spriggs, M. (1989). The dating of the Island Southeast Asian Neolithic: an attempt at chronometric hygiene and linguistic correlation. Antiquity, 63(240), 587–613. https://doi.org/10.1017/S0003598X00076560",Neolithic (Southeast Asia)
Kalambo Falls,31.25,-8.58,2730,40,2821,,Russel et al. (2014),"Russell, T., Silva, F., & Steele, J. (2014). Modelling the spread of farming in the Bantu-speaking regions of Africa: an archaeology-based phylogeography. PLoS One, 9(1), e87854.",Bantu
,-108.262055932699,35.5807380538126,2690,80,2813,Beta-164329,p3k14c (Bird et al. 2022),"Bird, D., Miranda, L., vander Linden, M., Robinson, E., Bocinsky, R. K., Nicholson, C., Capriles, J. M., Finley, J. B., Gayo, E. M., Gil, A., d’Alpoim Guedes, J., Hoggarth, J. A., Kay, A., Loftus, E., Lombardo, U., Mackie, M., Palmisano, A., Solheim, S., Kelly, R. L., & Freeman, J. (2022). p3k14c, a synthetic global database of archaeological radiocarbon dates. Scientific Data, 9(1), 27. https://doi.org/10.1038/s41597-022-01118-7",Zea mays
Ukikundenkaizuka,130.0087,33.411,2710,24,2807,IAAA-201348,Crema et al. (2022),"Crema, E. R., Stevens, C. J., & Shoda, S. (2022) Bayesian analyses of direct radiocarbon dates reveal geographic variations in the rate of rice farming dispersal in prehistoric Japan. Science Advances, 8(38). https://doi.org/10.1126/sciadv.adc9171",Oryza sativa
Kusijata,-69.1,-16.2,,,2802, Beta-162147,Ancient Maize Map (Blake et al. 2012),"Blake, M., B. Benz, N. Jakobsen, R. Wallace, S. Formosa, K. Supernant, D. Moreiras and A. Wong (2012) Ancient Maize Map, Version 1.1: An Online Database and Mapping Program for Studying the Archaeology of Maize in the Americas. http://en.ancientmaize.com/. Laboratory of Archaeology, University of B.C., Vancouver.",Zea mays
Kazahari,141.52058,40.50494,,,2800,,Silva et al. (2015),"Silva, F., Stevens, C. J., Weisskopf, A., Castillo, C., Qin, L., Bevan, A., & Fuller, D. Q. (2015). Modelling the Geographical Origin of Rice Cultivation in Asia Using the Rice Archaeological Database. PLOS ONE, 10(9), e0137024. https://doi.org/10.1371/journal.pone.0137024",Oryza sativa
Kurupukari,-58.4597,4.3298,2660,70,2781,Beta-96854,EXPAND (de Souza et al. 2020),"de Souza, J. G., Alcaina Mateos, J., & Madella, M. (2020). Archaeological expansions in tropical South America during the late Holocene: Assessing the role of demic diffusion. PLOS ONE, 15(4), e0232367. https://doi.org/10.1371/journal.pone.0232367",Formative (Lowland South America)
Lagoa Vermelha,-57.57,-18.53,2640,100,2750,TO-106720,EXPAND (de Souza et al. 2020),"de Souza, J. G., Alcaina Mateos, J., & Madella, M. (2020). Archaeological expansions in tropical South America during the late Holocene: Assessing the role of demic diffusion. PLOS ONE, 15(4), e0232367. https://doi.org/10.1371/journal.pone.0232367",Formative (Lowland South America)
Kursakata,14.20201,12.32725,,,2750,,,"Fuller, D. Q., Barron, A., Champion, L., Dupuy, C., Commelin, D., Raimbault, M., & Denham, T. (2021). Transition From Wild to Domesticated Pearl Millet (Pennisetum glaucum) Revealed in Ceramic Temper at Three Middle Holocene Sites in Northern Mali. African Archaeological Review, 38(2), 211–230. https://doi.org/10.1007/s10437-021-09428-8",Pennisetum glaucum
Fukutomimatsunomae,133.1161,35.4535,2559,22,2725,Beta-549729,Crema et al. (2022),"Crema, E. R., Stevens, C. J., & Shoda, S. (2022) Bayesian analyses of direct radiocarbon dates reveal geographic variations in the rate of rice farming dispersal in prehistoric Japan. Science Advances, 8(38). https://doi.org/10.1126/sciadv.adc9171",Oryza sativa
Uwazatoiseki,135.6843833,34.95000278,2562,30,2718,IAAA-91137,Crema et al. (2022),"Crema, E. R., Stevens, C. J., & Shoda, S. (2022) Bayesian analyses of direct radiocarbon dates reveal geographic variations in the rate of rice farming dispersal in prehistoric Japan. Science Advances, 8(38). https://doi.org/10.1126/sciadv.adc9171",Oryza sativa
La Gruta,-65.77,7.82,2605,85,2703,I-9519,EXPAND (de Souza et al. 2020),"de Souza, J. G., Alcaina Mateos, J., & Madella, M. (2020). Archaeological expansions in tropical South America during the late Holocene: Assessing the role of demic diffusion. PLOS ONE, 15(4), e0232367. https://doi.org/10.1371/journal.pone.0232367",Formative (Lowland South America)
Arami Shellmidden,140.13857,35.60252,,,2700,,Silva et al. (2015),"Silva, F., Stevens, C. J., Weisskopf, A., Castillo, C., Qin, L., Bevan, A., & Fuller, D. Q. (2015). Modelling the Geographical Origin of Rice Cultivation in Asia Using the Rice Archaeological Database. PLOS ONE, 10(9), e0137024. https://doi.org/10.1371/journal.pone.0137024",Oryza sativa
Ban Chiang Hian,103.38278,16.12472,,,2700,,Silva et al. (2015),"Silva, F., Stevens, C. J., Weisskopf, A., Castillo, C., Qin, L., Bevan, A., & Fuller, D. Q. (2015). Modelling the Geographical Origin of Rice Cultivation in Asia Using the Rice Archaeological Database. PLOS ONE, 10(9), e0137024. https://doi.org/10.1371/journal.pone.0137024",Oryza sativa
José's Hill,-74.39,-8.15,2600,100,2674,Y-1543,EXPAND (de Souza et al. 2020),"de Souza, J. G., Alcaina Mateos, J., & Madella, M. (2020). Archaeological expansions in tropical South America during the late Holocene: Assessing the role of demic diffusion. PLOS ONE, 15(4), e0232367. https://doi.org/10.1371/journal.pone.0232367",Formative (Lowland South America)
Agop Atas,117.86,4.81,2590,100,2648,ANU-2396,Spriggs (1989),"Spriggs, M. (1989). The dating of the Island Southeast Asian Neolithic: an attempt at chronometric hygiene and linguistic correlation. Antiquity, 63(240), 587–613. https://doi.org/10.1017/S0003598X00076560",Neolithic (Southeast Asia)
Dois Irmãos,-49.9392,-4.3678,2550,30,2638,Beta-324194,EXPAND (de Souza et al. 2020),"de Souza, J. G., Alcaina Mateos, J., & Madella, M. (2020). Archaeological expansions in tropical South America during the late Holocene: Assessing the role of demic diffusion. PLOS ONE, 15(4), e0232367. https://doi.org/10.1371/journal.pone.0232367",Formative (Lowland South America)
Walalde,-14.1761,16.49036,,,2625,,,"Fuller, D. Q., Barron, A., Champion, L., Dupuy, C., Commelin, D., Raimbault, M., & Denham, T. (2021). Transition From Wild to Domesticated Pearl Millet (Pennisetum glaucum) Revealed in Ceramic Temper at Three Middle Holocene Sites in Northern Mali. African Archaeological Review, 38(2), 211–230. https://doi.org/10.1007/s10437-021-09428-8",Pennisetum glaucum
Sho・Kuramoto,134.5184194,34.07518056,2540,30,2623,IAAA-71930,Crema et al. (2022),"Crema, E. R., Stevens, C. J., & Shoda, S. (2022) Bayesian analyses of direct radiocarbon dates reveal geographic variations in the rate of rice farming dispersal in prehistoric Japan. Science Advances, 8(38). https://doi.org/10.1126/sciadv.adc9171",Oryza sativa
